,RunId,iteration,Step,width,height,sheep_reproduce,wolf_reproduce,wolf_gain_from_food,grass,grass_regrowth_time,sheep_gain_from_food,initial_sheep,initial_wolves,escapeRange,Wolves,Sheep
0,0,0,0,20,20,0.04,0.05,20,True,30,4,150,50,0.1,50,150
1,0,0,10,20,20,0.04,0.05,20,True,30,4,150,50,0.1,45,44
2,0,0,20,20,20,0.04,0.05,20,True,30,4,150,50,0.1,26,6
3,0,0,30,20,20,0.04,0.05,20,True,30,4,150,50,0.1,6,3
4,0,0,40,20,20,0.04,0.05,20,True,30,4,150,50,0.1,1,4
5,0,0,50,20,20,0.04,0.05,20,True,30,4,150,50,0.1,0,5
6,0,0,60,20,20,0.04,0.05,20,True,30,4,150,50,0.1,0,7
7,0,0,70,20,20,0.04,0.05,20,True,30,4,150,50,0.1,0,7
8,0,0,80,20,20,0.04,0.05,20,True,30,4,150,50,0.1,0,10
9,0,0,90,20,20,0.04,0.05,20,True,30,4,150,50,0.1,0,12
10,0,0,100,20,20,0.04,0.05,20,True,30,4,150,50,0.1,0,14
11,1,0,0,20,20,0.04,0.05,20,True,30,4,50,50,0.1,50,50
12,1,0,10,20,20,0.04,0.05,20,True,30,4,50,50,0.1,58,32
13,1,0,20,20,20,0.04,0.05,20,True,30,4,50,50,0.1,29,15
14,1,0,30,20,20,0.04,0.05,20,True,30,4,50,50,0.1,6,9
15,1,0,40,20,20,0.04,0.05,20,True,30,4,50,50,0.1,0,6
16,1,0,50,20,20,0.04,0.05,20,True,30,4,50,50,0.1,0,8
17,1,0,60,20,20,0.04,0.05,20,True,30,4,50,50,0.1,0,12
18,1,0,70,20,20,0.04,0.05,20,True,30,4,50,50,0.1,0,18
19,1,0,80,20,20,0.04,0.05,20,True,30,4,50,50,0.1,0,28
20,1,0,90,20,20,0.04,0.05,20,True,30,4,50,50,0.1,0,31
21,1,0,100,20,20,0.04,0.05,20,True,30,4,50,50,0.1,0,27
22,2,0,0,20,20,0.04,0.05,20,True,30,4,100,100,0.1,100,100
23,2,0,10,20,20,0.04,0.05,20,True,30,4,100,100,0.1,110,28
24,2,0,20,20,20,0.04,0.05,20,True,30,4,100,100,0.1,52,4
25,2,0,30,20,20,0.04,0.05,20,True,30,4,100,100,0.1,15,2
26,2,0,40,20,20,0.04,0.05,20,True,30,4,100,100,0.1,0,2
27,2,0,50,20,20,0.04,0.05,20,True,30,4,100,100,0.1,0,2
28,2,0,60,20,20,0.04,0.05,20,True,30,4,100,100,0.1,0,3
29,2,0,70,20,20,0.04,0.05,20,True,30,4,100,100,0.1,0,3
30,2,0,80,20,20,0.04,0.05,20,True,30,4,100,100,0.1,0,4
31,2,0,90,20,20,0.04,0.05,20,True,30,4,100,100,0.1,0,4
32,2,0,100,20,20,0.04,0.05,20,True,30,4,100,100,0.1,0,5
33,3,0,0,20,20,0.04,0.05,20,True,30,4,100,50,0.1,50,100
34,3,0,10,20,20,0.04,0.05,20,True,30,4,100,50,0.1,50,40
35,3,0,20,20,20,0.04,0.05,20,True,30,4,100,50,0.1,21,10
36,3,0,30,20,20,0.04,0.05,20,True,30,4,100,50,0.1,12,12
37,3,0,40,20,20,0.04,0.05,20,True,30,4,100,50,0.1,2,10
38,3,0,50,20,20,0.04,0.05,20,True,30,4,100,50,0.1,0,10
39,3,0,60,20,20,0.04,0.05,20,True,30,4,100,50,0.1,0,12
40,3,0,70,20,20,0.04,0.05,20,True,30,4,100,50,0.1,0,17
41,3,0,80,20,20,0.04,0.05,20,True,30,4,100,50,0.1,0,20
42,3,0,90,20,20,0.04,0.05,20,True,30,4,100,50,0.1,0,22
43,3,0,100,20,20,0.04,0.05,20,True,30,4,100,50,0.1,0,25
44,4,0,0,20,20,0.04,0.05,20,True,30,4,100,150,0.1,150,100
45,4,0,10,20,20,0.04,0.05,20,True,30,4,100,150,0.1,152,26
46,4,0,20,20,20,0.04,0.05,20,True,30,4,100,150,0.1,82,3
47,4,0,30,20,20,0.04,0.05,20,True,30,4,100,150,0.1,14,0
48,4,0,40,20,20,0.04,0.05,20,True,30,4,100,150,0.1,1,0
49,4,0,50,20,20,0.04,0.05,20,True,30,4,100,150,0.1,2,0
50,4,0,60,20,20,0.04,0.05,20,True,30,4,100,150,0.1,0,0
51,4,0,70,20,20,0.04,0.05,20,True,30,4,100,150,0.1,0,0
