,RunId,iteration,Step,width,height,initial_sheep,initial_wolves,sheep_reproduce,wolf_reproduce,wolf_gain_from_food,grass,grass_regrowth_time,sheep_gain_from_food,escape_range,escaped,total_attacks,Wolves,Sheep,Escaped
0,0,0,0,20,20,150,100,0.04,0.05,20,True,30,4,0.3,0,0,100,150,0
1,0,0,5,20,20,150,100,0.04,0.05,20,True,30,4,0.3,0,0,111,61,50
2,0,0,10,20,20,150,100,0.04,0.05,20,True,30,4,0.3,0,0,127,19,66
3,0,0,15,20,20,150,100,0.04,0.05,20,True,30,4,0.3,0,0,125,4,73
4,0,0,20,20,20,150,100,0.04,0.05,20,True,30,4,0.3,0,0,112,0,81
5,0,0,25,20,20,150,100,0.04,0.05,20,True,30,4,0.3,0,0,97,0,81
6,0,0,30,20,20,150,100,0.04,0.05,20,True,30,4,0.3,0,0,78,0,81
7,0,0,35,20,20,150,100,0.04,0.05,20,True,30,4,0.3,0,0,52,0,81
8,0,0,40,20,20,150,100,0.04,0.05,20,True,30,4,0.3,0,0,27,0,81
9,0,0,45,20,20,150,100,0.04,0.05,20,True,30,4,0.3,0,0,20,0,81
10,0,0,50,20,20,150,100,0.04,0.05,20,True,30,4,0.3,0,0,13,0,81
11,0,0,55,20,20,150,100,0.04,0.05,20,True,30,4,0.3,0,0,8,0,81
12,0,0,60,20,20,150,100,0.04,0.05,20,True,30,4,0.3,0,0,3,0,81
13,0,0,65,20,20,150,100,0.04,0.05,20,True,30,4,0.3,0,0,1,0,81
14,0,0,70,20,20,150,100,0.04,0.05,20,True,30,4,0.3,0,0,1,0,81
15,0,0,75,20,20,150,100,0.04,0.05,20,True,30,4,0.3,0,0,0,0,81
16,0,0,80,20,20,150,100,0.04,0.05,20,True,30,4,0.3,0,0,0,0,81
17,0,0,85,20,20,150,100,0.04,0.05,20,True,30,4,0.3,0,0,0,0,81
18,0,0,90,20,20,150,100,0.04,0.05,20,True,30,4,0.3,0,0,0,0,81
19,0,0,95,20,20,150,100,0.04,0.05,20,True,30,4,0.3,0,0,0,0,81
20,0,0,100,20,20,150,100,0.04,0.05,20,True,30,4,0.3,0,0,0,0,81
21,0,0,105,20,20,150,100,0.04,0.05,20,True,30,4,0.3,0,0,0,0,81
22,0,0,110,20,20,150,100,0.04,0.05,20,True,30,4,0.3,0,0,0,0,81
23,0,0,115,20,20,150,100,0.04,0.05,20,True,30,4,0.3,0,0,0,0,81
24,0,0,120,20,20,150,100,0.04,0.05,20,True,30,4,0.3,0,0,0,0,81
25,0,0,125,20,20,150,100,0.04,0.05,20,True,30,4,0.3,0,0,0,0,81
26,0,0,130,20,20,150,100,0.04,0.05,20,True,30,4,0.3,0,0,0,0,81
27,0,0,135,20,20,150,100,0.04,0.05,20,True,30,4,0.3,0,0,0,0,81
28,0,0,140,20,20,150,100,0.04,0.05,20,True,30,4,0.3,0,0,0,0,81
29,0,0,145,20,20,150,100,0.04,0.05,20,True,30,4,0.3,0,0,0,0,81
30,0,0,150,20,20,150,100,0.04,0.05,20,True,30,4,0.3,0,0,0,0,81
31,0,0,155,20,20,150,100,0.04,0.05,20,True,30,4,0.3,0,0,0,0,81
32,0,0,160,20,20,150,100,0.04,0.05,20,True,30,4,0.3,0,0,0,0,81
33,0,0,165,20,20,150,100,0.04,0.05,20,True,30,4,0.3,0,0,0,0,81
34,0,0,170,20,20,150,100,0.04,0.05,20,True,30,4,0.3,0,0,0,0,81
35,0,0,175,20,20,150,100,0.04,0.05,20,True,30,4,0.3,0,0,0,0,81
36,0,0,180,20,20,150,100,0.04,0.05,20,True,30,4,0.3,0,0,0,0,81
37,0,0,185,20,20,150,100,0.04,0.05,20,True,30,4,0.3,0,0,0,0,81
38,0,0,190,20,20,150,100,0.04,0.05,20,True,30,4,0.3,0,0,0,0,81
39,0,0,195,20,20,150,100,0.04,0.05,20,True,30,4,0.3,0,0,0,0,81
40,0,0,200,20,20,150,100,0.04,0.05,20,True,30,4,0.3,0,0,0,0,81
41,0,0,205,20,20,150,100,0.04,0.05,20,True,30,4,0.3,0,0,0,0,81
42,0,0,210,20,20,150,100,0.04,0.05,20,True,30,4,0.3,0,0,0,0,81
43,0,0,215,20,20,150,100,0.04,0.05,20,True,30,4,0.3,0,0,0,0,81
44,0,0,220,20,20,150,100,0.04,0.05,20,True,30,4,0.3,0,0,0,0,81
45,0,0,225,20,20,150,100,0.04,0.05,20,True,30,4,0.3,0,0,0,0,81
46,0,0,230,20,20,150,100,0.04,0.05,20,True,30,4,0.3,0,0,0,0,81
47,0,0,235,20,20,150,100,0.04,0.05,20,True,30,4,0.3,0,0,0,0,81
48,0,0,240,20,20,150,100,0.04,0.05,20,True,30,4,0.3,0,0,0,0,81
49,0,0,245,20,20,150,100,0.04,0.05,20,True,30,4,0.3,0,0,0,0,81
50,0,0,250,20,20,150,100,0.04,0.05,20,True,30,4,0.3,0,0,0,0,81
51,0,0,255,20,20,150,100,0.04,0.05,20,True,30,4,0.3,0,0,0,0,81
52,0,0,260,20,20,150,100,0.04,0.05,20,True,30,4,0.3,0,0,0,0,81
53,0,0,265,20,20,150,100,0.04,0.05,20,True,30,4,0.3,0,0,0,0,81
54,0,0,270,20,20,150,100,0.04,0.05,20,True,30,4,0.3,0,0,0,0,81
55,0,0,275,20,20,150,100,0.04,0.05,20,True,30,4,0.3,0,0,0,0,81
56,0,0,280,20,20,150,100,0.04,0.05,20,True,30,4,0.3,0,0,0,0,81
57,0,0,285,20,20,150,100,0.04,0.05,20,True,30,4,0.3,0,0,0,0,81
58,0,0,290,20,20,150,100,0.04,0.05,20,True,30,4,0.3,0,0,0,0,81
59,0,0,295,20,20,150,100,0.04,0.05,20,True,30,4,0.3,0,0,0,0,81
60,0,0,300,20,20,150,100,0.04,0.05,20,True,30,4,0.3,0,0,0,0,81
61,1,0,0,20,20,50,150,0.04,0.05,20,True,30,4,0.3,0,0,150,50,0
62,1,0,5,20,20,50,150,0.04,0.05,20,True,30,4,0.3,0,0,178,15,32
63,1,0,10,20,20,50,150,0.04,0.05,20,True,30,4,0.3,0,0,190,3,41
64,1,0,15,20,20,50,150,0.04,0.05,20,True,30,4,0.3,0,0,146,1,45
65,1,0,20,20,20,50,150,0.04,0.05,20,True,30,4,0.3,0,0,111,1,45
66,1,0,25,20,20,50,150,0.04,0.05,20,True,30,4,0.3,0,0,51,0,45
