,RunId,iteration,Step,width,height,initial_sheep,initial_wolves,sheep_reproduce,wolf_reproduce,wolf_gain_from_food,grass,grass_regrowth_time,sheep_gain_from_food,escapeRange,Wolves,Sheep
28,2,0,60,20,20,50,100,0.04,0.05,20,True,30,4,0.5,0,16
29,2,0,70,20,20,50,100,0.04,0.05,20,True,30,4,0.5,0,17
30,2,0,80,20,20,50,100,0.04,0.05,20,True,30,4,0.5,0,21
31,2,0,90,20,20,50,100,0.04,0.05,20,True,30,4,0.5,0,25
32,2,0,100,20,20,50,100,0.04,0.05,20,True,30,4,0.5,0,29
33,3,0,0,20,20,100,100,0.04,0.05,20,True,30,4,0.5,100,100
34,3,0,10,20,20,100,100,0.04,0.05,20,True,30,4,0.5,113,26
35,3,0,20,20,20,100,100,0.04,0.05,20,True,30,4,0.5,83,5
36,3,0,30,20,20,100,100,0.04,0.05,20,True,30,4,0.5,28,2
37,3,0,40,20,20,100,100,0.04,0.05,20,True,30,4,0.5,15,2
38,3,0,50,20,20,100,100,0.04,0.05,20,True,30,4,0.5,9,2
39,3,0,60,20,20,100,100,0.04,0.05,20,True,30,4,0.5,2,3
40,3,0,70,20,20,100,100,0.04,0.05,20,True,30,4,0.5,1,3
41,3,0,80,20,20,100,100,0.04,0.05,20,True,30,4,0.5,0,3
42,3,0,90,20,20,100,100,0.04,0.05,20,True,30,4,0.5,0,5
43,3,0,100,20,20,100,100,0.04,0.05,20,True,30,4,0.5,0,14
44,4,0,0,20,20,150,50,0.04,0.05,20,True,30,4,0.5,50,150
45,4,0,10,20,20,150,50,0.04,0.05,20,True,30,4,0.5,79,29
46,4,0,20,20,20,150,50,0.04,0.05,20,True,30,4,0.5,63,12
47,4,0,30,20,20,150,50,0.04,0.05,20,True,30,4,0.5,48,5
48,4,0,40,20,20,150,50,0.04,0.05,20,True,30,4,0.5,21,4
49,4,0,50,20,20,150,50,0.04,0.05,20,True,30,4,0.5,9,3
50,4,0,60,20,20,150,50,0.04,0.05,20,True,30,4,0.5,4,3
51,4,0,70,20,20,150,50,0.04,0.05,20,True,30,4,0.5,3,4
52,4,0,80,20,20,150,50,0.04,0.05,20,True,30,4,0.5,0,4
53,4,0,90,20,20,150,50,0.04,0.05,20,True,30,4,0.5,0,7
54,4,0,100,20,20,150,50,0.04,0.05,20,True,30,4,0.5,0,10
55,5,0,0,20,20,50,150,0.04,0.05,20,True,30,4,0.5,150,50
56,5,0,10,20,20,50,150,0.04,0.05,20,True,30,4,0.5,155,11
57,5,0,20,20,20,50,150,0.04,0.05,20,True,30,4,0.5,98,4
58,5,0,30,20,20,50,150,0.04,0.05,20,True,30,4,0.5,30,1
59,5,0,40,20,20,50,150,0.04,0.05,20,True,30,4,0.5,4,1
60,5,0,50,20,20,50,150,0.04,0.05,20,True,30,4,0.5,1,1
61,5,0,60,20,20,50,150,0.04,0.05,20,True,30,4,0.5,0,1
62,5,0,70,20,20,50,150,0.04,0.05,20,True,30,4,0.5,0,1
63,5,0,80,20,20,50,150,0.04,0.05,20,True,30,4,0.5,0,1
64,5,0,90,20,20,50,150,0.04,0.05,20,True,30,4,0.5,0,1
65,5,0,100,20,20,50,150,0.04,0.05,20,True,30,4,0.5,0,1
66,6,0,0,20,20,100,150,0.04,0.05,20,True,30,4,0.5,150,100
67,6,0,10,20,20,100,150,0.04,0.05,20,True,30,4,0.5,169,13
68,6,0,20,20,20,100,150,0.04,0.05,20,True,30,4,0.5,119,0
69,6,0,30,20,20,100,150,0.04,0.05,20,True,30,4,0.5,62,0
70,6,0,40,20,20,100,150,0.04,0.05,20,True,30,4,0.5,13,0
71,6,0,50,20,20,100,150,0.04,0.05,20,True,30,4,0.5,1,0
72,6,0,60,20,20,100,150,0.04,0.05,20,True,30,4,0.5,0,0
73,6,0,70,20,20,100,150,0.04,0.05,20,True,30,4,0.5,0,0
74,6,0,80,20,20,100,150,0.04,0.05,20,True,30,4,0.5,0,0
75,6,0,90,20,20,100,150,0.04,0.05,20,True,30,4,0.5,0,0
76,6,0,100,20,20,100,150,0.04,0.05,20,True,30,4,0.5,0,0
77,7,0,0,20,20,150,100,0.04,0.05,20,True,30,4,0.5,100,150
78,7,0,10,20,20,150,100,0.04,0.05,20,True,30,4,0.5,137,22
79,7,0,20,20,20,150,100,0.04,0.05,20,True,30,4,0.5,115,4
80,7,0,30,20,20,150,100,0.04,0.05,20,True,30,4,0.5,31,2
81,7,0,40,20,20,150,100,0.04,0.05,20,True,30,4,0.5,16,2
82,7,0,50,20,20,150,100,0.04,0.05,20,True,30,4,0.5,6,2
83,7,0,60,20,20,150,100,0.04,0.05,20,True,30,4,0.5,0,2
84,7,0,70,20,20,150,100,0.04,0.05,20,True,30,4,0.5,0,4
85,7,0,80,20,20,150,100,0.04,0.05,20,True,30,4,0.5,0,2
86,7,0,90,20,20,150,100,0.04,0.05,20,True,30,4,0.5,0,4
87,7,0,100,20,20,150,100,0.04,0.05,20,True,30,4,0.5,0,5
88,8,1,0,20,20,50,50,0.04,0.05,20,True,30,4,0.5,50,50
89,8,1,10,20,20,50,50,0.04,0.05,20,True,30,4,0.5,72,25
90,8,1,20,20,20,50,50,0.04,0.05,20,True,30,4,0.5,41,7
91,8,1,30,20,20,50,50,0.04,0.05,20,True,30,4,0.5,23,3
92,8,1,40,20,20,50,50,0.04,0.05,20,True,30,4,0.5,7,3
93,8,1,50,20,20,50,50,0.04,0.05,20,True,30,4,0.5,2,4
94,8,1,60,20,20,50,50,0.04,0.05,20,True,30,4,0.5,1,3
95,8,1,70,20,20,50,50,0.04,0.05,20,True,30,4,0.5,0,5
96,8,1,80,20,20,50,50,0.04,0.05,20,True,30,4,0.5,0,3
97,8,1,90,20,20,50,50,0.04,0.05,20,True,30,4,0.5,0,3
98,8,1,100,20,20,50,50,0.04,0.05,20,True,30,4,0.5,0,5
99,9,1,0,20,20,50,100,0.04,0.05,20,True,30,4,0.5,100,50
100,9,1,10,20,20,50,100,0.04,0.05,20,True,30,4,0.5,107,13
101,9,1,20,20,20,50,100,0.04,0.05,20,True,30,4,0.5,84,2
102,9,1,30,20,20,50,100,0.04,0.05,20,True,30,4,0.5,30,1
103,9,1,40,20,20,50,100,0.04,0.05,20,True,30,4,0.5,3,1
104,9,1,50,20,20,50,100,0.04,0.05,20,True,30,4,0.5,1,2
105,9,1,60,20,20,50,100,0.04,0.05,20,True,30,4,0.5,2,2
106,9,1,70,20,20,50,100,0.04,0.05,20,True,30,4,0.5,0,3
107,9,1,80,20,20,50,100,0.04,0.05,20,True,30,4,0.5,0,6
108,9,1,90,20,20,50,100,0.04,0.05,20,True,30,4,0.5,0,7
109,9,1,100,20,20,50,100,0.04,0.05,20,True,30,4,0.5,0,11
110,10,1,0,20,20,100,50,0.04,0.05,20,True,30,4,0.5,50,100
111,10,1,10,20,20,100,50,0.04,0.05,20,True,30,4,0.5,53,42
112,10,1,20,20,20,100,50,0.04,0.05,20,True,30,4,0.5,52,12
113,10,1,30,20,20,100,50,0.04,0.05,20,True,30,4,0.5,13,9
114,10,1,40,20,20,100,50,0.04,0.05,20,True,30,4,0.5,7,13
115,10,1,50,20,20,100,50,0.04,0.05,20,True,30,4,0.5,0,17
116,10,1,60,20,20,100,50,0.04,0.05,20,True,30,4,0.5,0,26
117,10,1,70,20,20,100,50,0.04,0.05,20,True,30,4,0.5,0,22
118,10,1,80,20,20,100,50,0.04,0.05,20,True,30,4,0.5,0,33
119,10,1,90,20,20,100,50,0.04,0.05,20,True,30,4,0.5,0,33
120,10,1,100,20,20,100,50,0.04,0.05,20,True,30,4,0.5,0,39
121,11,1,0,20,20,100,100,0.04,0.05,20,True,30,4,0.5,100,100
122,11,1,10,20,20,100,100,0.04,0.05,20,True,30,4,0.5,119,23
123,11,1,20,20,20,100,100,0.04,0.05,20,True,30,4,0.5,72,6
124,11,1,30,20,20,100,100,0.04,0.05,20,True,30,4,0.5,27,5
125,11,1,40,20,20,100,100,0.04,0.05,20,True,30,4,0.5,8,6
126,11,1,50,20,20,100,100,0.04,0.05,20,True,30,4,0.5,4,7
127,11,1,60,20,20,100,100,0.04,0.05,20,True,30,4,0.5,0,8
128,11,1,70,20,20,100,100,0.04,0.05,20,True,30,4,0.5,0,14
129,11,1,80,20,20,100,100,0.04,0.05,20,True,30,4,0.5,0,15
130,11,1,90,20,20,100,100,0.04,0.05,20,True,30,4,0.5,0,20
131,11,1,100,20,20,100,100,0.04,0.05,20,True,30,4,0.5,0,26
132,12,1,0,20,20,100,150,0.04,0.05,20,True,30,4,0.5,150,100
133,12,1,10,20,20,100,150,0.04,0.05,20,True,30,4,0.5,187,13
134,12,1,20,20,20,100,150,0.04,0.05,20,True,30,4,0.5,119,4
135,12,1,30,20,20,100,150,0.04,0.05,20,True,30,4,0.5,36,2
136,12,1,40,20,20,100,150,0.04,0.05,20,True,30,4,0.5,9,1
137,12,1,50,20,20,100,150,0.04,0.05,20,True,30,4,0.5,3,1
138,12,1,60,20,20,100,150,0.04,0.05,20,True,30,4,0.5,0,1
139,12,1,70,20,20,100,150,0.04,0.05,20,True,30,4,0.5,0,1
140,12,1,80,20,20,100,150,0.04,0.05,20,True,30,4,0.5,0,1
141,12,1,90,20,20,100,150,0.04,0.05,20,True,30,4,0.5,0,3
142,12,1,100,20,20,100,150,0.04,0.05,20,True,30,4,0.5,0,3
143,13,1,0,20,20,150,50,0.04,0.05,20,True,30,4,0.5,50,150
144,13,1,10,20,20,150,50,0.04,0.05,20,True,30,4,0.5,72,35
145,13,1,20,20,20,150,50,0.04,0.05,20,True,30,4,0.5,50,4
146,13,1,30,20,20,150,50,0.04,0.05,20,True,30,4,0.5,29,1
147,13,1,40,20,20,150,50,0.04,0.05,20,True,30,4,0.5,6,2
148,13,1,50,20,20,150,50,0.04,0.05,20,True,30,4,0.5,2,2
149,13,1,60,20,20,150,50,0.04,0.05,20,True,30,4,0.5,0,2
150,13,1,70,20,20,150,50,0.04,0.05,20,True,30,4,0.5,0,7
151,13,1,80,20,20,150,50,0.04,0.05,20,True,30,4,0.5,0,10
152,13,1,90,20,20,150,50,0.04,0.05,20,True,30,4,0.5,0,11
153,13,1,100,20,20,150,50,0.04,0.05,20,True,30,4,0.5,0,15
154,14,1,0,20,20,50,150,0.04,0.05,20,True,30,4,0.5,150,50
155,14,1,10,20,20,50,150,0.04,0.05,20,True,30,4,0.5,162,11
156,14,1,20,20,20,50,150,0.04,0.05,20,True,30,4,0.5,81,4
157,14,1,30,20,20,50,150,0.04,0.05,20,True,30,4,0.5,17,3
158,14,1,40,20,20,50,150,0.04,0.05,20,True,30,4,0.5,5,3
159,14,1,50,20,20,50,150,0.04,0.05,20,True,30,4,0.5,4,3
160,14,1,60,20,20,50,150,0.04,0.05,20,True,30,4,0.5,0,8
161,14,1,70,20,20,50,150,0.04,0.05,20,True,30,4,0.5,0,8
162,14,1,80,20,20,50,150,0.04,0.05,20,True,30,4,0.5,0,12
163,14,1,90,20,20,50,150,0.04,0.05,20,True,30,4,0.5,0,15
164,14,1,100,20,20,50,150,0.04,0.05,20,True,30,4,0.5,0,14
165,15,0,0,20,20,150,150,0.04,0.05,20,True,30,4,0.5,150,150
166,15,0,10,20,20,150,150,0.04,0.05,20,True,30,4,0.5,156,14
167,15,0,20,20,20,150,150,0.04,0.05,20,True,30,4,0.5,115,0
168,15,0,30,20,20,150,150,0.04,0.05,20,True,30,4,0.5,40,0
169,15,0,40,20,20,150,150,0.04,0.05,20,True,30,4,0.5,13,0
170,15,0,50,20,20,150,150,0.04,0.05,20,True,30,4,0.5,3,0
171,15,0,60,20,20,150,150,0.04,0.05,20,True,30,4,0.5,0,0
172,15,0,70,20,20,150,150,0.04,0.05,20,True,30,4,0.5,0,0
173,15,0,80,20,20,150,150,0.04,0.05,20,True,30,4,0.5,0,0
174,15,0,90,20,20,150,150,0.04,0.05,20,True,30,4,0.5,0,0
175,15,0,100,20,20,150,150,0.04,0.05,20,True,30,4,0.5,0,0
176,16,2,0,20,20,50,50,0.04,0.05,20,True,30,4,0.5,50,50
177,16,2,10,20,20,50,50,0.04,0.05,20,True,30,4,0.5,50,24
178,16,2,20,20,20,50,50,0.04,0.05,20,True,30,4,0.5,38,10
179,16,2,30,20,20,50,50,0.04,0.05,20,True,30,4,0.5,20,5
180,16,2,40,20,20,50,50,0.04,0.05,20,True,30,4,0.5,5,2
181,16,2,50,20,20,50,50,0.04,0.05,20,True,30,4,0.5,0,2
182,16,2,60,20,20,50,50,0.04,0.05,20,True,30,4,0.5,0,2
183,16,2,70,20,20,50,50,0.04,0.05,20,True,30,4,0.5,0,2
184,16,2,80,20,20,50,50,0.04,0.05,20,True,30,4,0.5,0,3
185,16,2,90,20,20,50,50,0.04,0.05,20,True,30,4,0.5,0,3
186,16,2,100,20,20,50,50,0.04,0.05,20,True,30,4,0.5,0,3
187,17,1,0,20,20,150,100,0.04,0.05,20,True,30,4,0.5,100,150
188,17,1,10,20,20,150,100,0.04,0.05,20,True,30,4,0.5,131,25
189,17,1,20,20,20,150,100,0.04,0.05,20,True,30,4,0.5,101,2
190,17,1,30,20,20,150,100,0.04,0.05,20,True,30,4,0.5,42,0
191,17,1,40,20,20,150,100,0.04,0.05,20,True,30,4,0.5,13,0
192,17,1,50,20,20,150,100,0.04,0.05,20,True,30,4,0.5,3,0
193,17,1,60,20,20,150,100,0.04,0.05,20,True,30,4,0.5,0,0
194,17,1,70,20,20,150,100,0.04,0.05,20,True,30,4,0.5,0,0
195,17,1,80,20,20,150,100,0.04,0.05,20,True,30,4,0.5,0,0
196,17,1,90,20,20,150,100,0.04,0.05,20,True,30,4,0.5,0,0
197,17,1,100,20,20,150,100,0.04,0.05,20,True,30,4,0.5,0,0
198,18,2,0,20,20,50,100,0.04,0.05,20,True,30,4,0.5,100,50
199,18,2,10,20,20,50,100,0.04,0.05,20,True,30,4,0.5,106,18
200,18,2,20,20,20,50,100,0.04,0.05,20,True,30,4,0.5,60,8
201,18,2,30,20,20,50,100,0.04,0.05,20,True,30,4,0.5,25,8
202,18,2,40,20,20,50,100,0.04,0.05,20,True,30,4,0.5,16,7
203,18,2,50,20,20,50,100,0.04,0.05,20,True,30,4,0.5,2,8
204,18,2,60,20,20,50,100,0.04,0.05,20,True,30,4,0.5,0,13
205,18,2,70,20,20,50,100,0.04,0.05,20,True,30,4,0.5,0,15
206,18,2,80,20,20,50,100,0.04,0.05,20,True,30,4,0.5,0,22
207,18,2,90,20,20,50,100,0.04,0.05,20,True,30,4,0.5,0,17
208,18,2,100,20,20,50,100,0.04,0.05,20,True,30,4,0.5,0,22
209,19,1,0,20,20,150,150,0.04,0.05,20,True,30,4,0.5,150,150
210,19,1,10,20,20,150,150,0.04,0.05,20,True,30,4,0.5,168,14
211,19,1,20,20,20,150,150,0.04,0.05,20,True,30,4,0.5,100,2
212,19,1,30,20,20,150,150,0.04,0.05,20,True,30,4,0.5,46,0
213,19,1,40,20,20,150,150,0.04,0.05,20,True,30,4,0.5,14,0
214,19,1,50,20,20,150,150,0.04,0.05,20,True,30,4,0.5,7,0
215,19,1,60,20,20,150,150,0.04,0.05,20,True,30,4,0.5,3,0
216,19,1,70,20,20,150,150,0.04,0.05,20,True,30,4,0.5,2,0
217,19,1,80,20,20,150,150,0.04,0.05,20,True,30,4,0.5,0,0
218,19,1,90,20,20,150,150,0.04,0.05,20,True,30,4,0.5,0,0
219,19,1,100,20,20,150,150,0.04,0.05,20,True,30,4,0.5,0,0
220,20,2,0,20,20,50,150,0.04,0.05,20,True,30,4,0.5,150,50
221,20,2,10,20,20,50,150,0.04,0.05,20,True,30,4,0.5,149,9
222,20,2,20,20,20,50,150,0.04,0.05,20,True,30,4,0.5,98,3
223,20,2,30,20,20,50,150,0.04,0.05,20,True,30,4,0.5,34,2
224,20,2,40,20,20,50,150,0.04,0.05,20,True,30,4,0.5,9,0
225,20,2,50,20,20,50,150,0.04,0.05,20,True,30,4,0.5,1,0
226,20,2,60,20,20,50,150,0.04,0.05,20,True,30,4,0.5,0,0
227,20,2,70,20,20,50,150,0.04,0.05,20,True,30,4,0.5,0,0
228,20,2,80,20,20,50,150,0.04,0.05,20,True,30,4,0.5,0,0
229,20,2,90,20,20,50,150,0.04,0.05,20,True,30,4,0.5,0,0
230,20,2,100,20,20,50,150,0.04,0.05,20,True,30,4,0.5,0,0
231,21,2,0,20,20,100,50,0.04,0.05,20,True,30,4,0.5,50,100
232,21,2,10,20,20,100,50,0.04,0.05,20,True,30,4,0.5,64,37
233,21,2,20,20,20,100,50,0.04,0.05,20,True,30,4,0.5,52,7
234,21,2,30,20,20,100,50,0.04,0.05,20,True,30,4,0.5,25,5
235,21,2,40,20,20,100,50,0.04,0.05,20,True,30,4,0.5,12,8
236,21,2,50,20,20,100,50,0.04,0.05,20,True,30,4,0.5,2,7
237,21,2,60,20,20,100,50,0.04,0.05,20,True,30,4,0.5,4,9
238,21,2,70,20,20,100,50,0.04,0.05,20,True,30,4,0.5,3,10
239,21,2,80,20,20,100,50,0.04,0.05,20,True,30,4,0.5,0,14
240,21,2,90,20,20,100,50,0.04,0.05,20,True,30,4,0.5,0,16
241,21,2,100,20,20,100,50,0.04,0.05,20,True,30,4,0.5,0,21
242,22,2,0,20,20,100,100,0.04,0.05,20,True,30,4,0.5,100,100
243,22,2,10,20,20,100,100,0.04,0.05,20,True,30,4,0.5,120,23
244,22,2,20,20,20,100,100,0.04,0.05,20,True,30,4,0.5,87,2
245,22,2,30,20,20,100,100,0.04,0.05,20,True,30,4,0.5,26,3
246,22,2,40,20,20,100,100,0.04,0.05,20,True,30,4,0.5,9,6
247,22,2,50,20,20,100,100,0.04,0.05,20,True,30,4,0.5,1,5
248,22,2,60,20,20,100,100,0.04,0.05,20,True,30,4,0.5,1,5
249,22,2,70,20,20,100,100,0.04,0.05,20,True,30,4,0.5,1,6
250,22,2,80,20,20,100,100,0.04,0.05,20,True,30,4,0.5,0,8
251,22,2,90,20,20,100,100,0.04,0.05,20,True,30,4,0.5,0,13
252,22,2,100,20,20,100,100,0.04,0.05,20,True,30,4,0.5,0,17
253,23,2,0,20,20,100,150,0.04,0.05,20,True,30,4,0.5,150,100
254,23,2,10,20,20,100,150,0.04,0.05,20,True,30,4,0.5,186,22
255,23,2,20,20,20,100,150,0.04,0.05,20,True,30,4,0.5,103,3
256,23,2,30,20,20,100,150,0.04,0.05,20,True,30,4,0.5,44,1
257,23,2,40,20,20,100,150,0.04,0.05,20,True,30,4,0.5,18,1
258,23,2,50,20,20,100,150,0.04,0.05,20,True,30,4,0.5,1,1
259,23,2,60,20,20,100,150,0.04,0.05,20,True,30,4,0.5,0,1
260,23,2,70,20,20,100,150,0.04,0.05,20,True,30,4,0.5,0,1
261,23,2,80,20,20,100,150,0.04,0.05,20,True,30,4,0.5,0,2
262,23,2,90,20,20,100,150,0.04,0.05,20,True,30,4,0.5,0,4
263,23,2,100,20,20,100,150,0.04,0.05,20,True,30,4,0.5,0,7
264,24,2,0,20,20,150,100,0.04,0.05,20,True,30,4,0.5,100,150
265,24,2,10,20,20,150,100,0.04,0.05,20,True,30,4,0.5,128,20
266,24,2,20,20,20,150,100,0.04,0.05,20,True,30,4,0.5,98,1
267,24,2,30,20,20,150,100,0.04,0.05,20,True,30,4,0.5,40,0
268,24,2,40,20,20,150,100,0.04,0.05,20,True,30,4,0.5,12,0
269,24,2,50,20,20,150,100,0.04,0.05,20,True,30,4,0.5,4,0
270,24,2,60,20,20,150,100,0.04,0.05,20,True,30,4,0.5,2,0
271,24,2,70,20,20,150,100,0.04,0.05,20,True,30,4,0.5,0,0
272,24,2,80,20,20,150,100,0.04,0.05,20,True,30,4,0.5,0,0
273,24,2,90,20,20,150,100,0.04,0.05,20,True,30,4,0.5,0,0
274,24,2,100,20,20,150,100,0.04,0.05,20,True,30,4,0.5,0,0
275,25,3,0,20,20,50,50,0.04,0.05,20,True,30,4,0.5,50,50
276,25,3,10,20,20,50,50,0.04,0.05,20,True,30,4,0.5,55,22
277,25,3,20,20,20,50,50,0.04,0.05,20,True,30,4,0.5,29,10
278,25,3,30,20,20,50,50,0.04,0.05,20,True,30,4,0.5,22,6
279,25,3,40,20,20,50,50,0.04,0.05,20,True,30,4,0.5,6,6
280,25,3,50,20,20,50,50,0.04,0.05,20,True,30,4,0.5,2,6
281,25,3,60,20,20,50,50,0.04,0.05,20,True,30,4,0.5,0,7
282,25,3,70,20,20,50,50,0.04,0.05,20,True,30,4,0.5,0,10
283,25,3,80,20,20,50,50,0.04,0.05,20,True,30,4,0.5,0,6
284,25,3,90,20,20,50,50,0.04,0.05,20,True,30,4,0.5,0,8
285,25,3,100,20,20,50,50,0.04,0.05,20,True,30,4,0.5,0,8
286,26,2,0,20,20,150,50,0.04,0.05,20,True,30,4,0.5,50,150
287,26,2,10,20,20,150,50,0.04,0.05,20,True,30,4,0.5,58,34
288,26,2,20,20,20,150,50,0.04,0.05,20,True,30,4,0.5,62,5
289,26,2,30,20,20,150,50,0.04,0.05,20,True,30,4,0.5,51,3
290,26,2,40,20,20,150,50,0.04,0.05,20,True,30,4,0.5,9,4
291,26,2,50,20,20,150,50,0.04,0.05,20,True,30,4,0.5,5,7
292,26,2,60,20,20,150,50,0.04,0.05,20,True,30,4,0.5,1,12
293,26,2,70,20,20,150,50,0.04,0.05,20,True,30,4,0.5,0,17
294,26,2,80,20,20,150,50,0.04,0.05,20,True,30,4,0.5,0,19
295,26,2,90,20,20,150,50,0.04,0.05,20,True,30,4,0.5,0,24
296,26,2,100,20,20,150,50,0.04,0.05,20,True,30,4,0.5,0,31
297,27,3,0,20,20,50,100,0.04,0.05,20,True,30,4,0.5,100,50
298,27,3,10,20,20,50,100,0.04,0.05,20,True,30,4,0.5,114,16
299,27,3,20,20,20,50,100,0.04,0.05,20,True,30,4,0.5,58,7
300,27,3,30,20,20,50,100,0.04,0.05,20,True,30,4,0.5,18,4
301,27,3,40,20,20,50,100,0.04,0.05,20,True,30,4,0.5,2,6
302,27,3,50,20,20,50,100,0.04,0.05,20,True,30,4,0.5,1,8
303,27,3,60,20,20,50,100,0.04,0.05,20,True,30,4,0.5,0,10
304,27,3,70,20,20,50,100,0.04,0.05,20,True,30,4,0.5,0,12
305,27,3,80,20,20,50,100,0.04,0.05,20,True,30,4,0.5,0,13
306,27,3,90,20,20,50,100,0.04,0.05,20,True,30,4,0.5,0,15
307,27,3,100,20,20,50,100,0.04,0.05,20,True,30,4,0.5,0,20
308,28,3,0,20,20,100,50,0.04,0.05,20,True,30,4,0.5,50,100
309,28,3,10,20,20,100,50,0.04,0.05,20,True,30,4,0.5,60,48
310,28,3,20,20,20,100,50,0.04,0.05,20,True,30,4,0.5,48,8
311,28,3,30,20,20,100,50,0.04,0.05,20,True,30,4,0.5,19,3
312,28,3,40,20,20,100,50,0.04,0.05,20,True,30,4,0.5,8,3
313,28,3,50,20,20,100,50,0.04,0.05,20,True,30,4,0.5,1,3
314,28,3,60,20,20,100,50,0.04,0.05,20,True,30,4,0.5,0,2
315,28,3,70,20,20,100,50,0.04,0.05,20,True,30,4,0.5,0,5
316,28,3,80,20,20,100,50,0.04,0.05,20,True,30,4,0.5,0,6
317,28,3,90,20,20,100,50,0.04,0.05,20,True,30,4,0.5,0,12
318,28,3,100,20,20,100,50,0.04,0.05,20,True,30,4,0.5,0,14
319,29,3,0,20,20,50,150,0.04,0.05,20,True,30,4,0.5,150,50
320,29,3,10,20,20,50,150,0.04,0.05,20,True,30,4,0.5,167,9
321,29,3,20,20,20,50,150,0.04,0.05,20,True,30,4,0.5,84,3
322,29,3,30,20,20,50,150,0.04,0.05,20,True,30,4,0.5,28,1
323,29,3,40,20,20,50,150,0.04,0.05,20,True,30,4,0.5,7,1
324,29,3,50,20,20,50,150,0.04,0.05,20,True,30,4,0.5,3,1
325,29,3,60,20,20,50,150,0.04,0.05,20,True,30,4,0.5,0,1
326,29,3,70,20,20,50,150,0.04,0.05,20,True,30,4,0.5,0,3
327,29,3,80,20,20,50,150,0.04,0.05,20,True,30,4,0.5,0,7
328,29,3,90,20,20,50,150,0.04,0.05,20,True,30,4,0.5,0,11
329,29,3,100,20,20,50,150,0.04,0.05,20,True,30,4,0.5,0,14
330,30,2,0,20,20,150,150,0.04,0.05,20,True,30,4,0.5,150,150
331,30,2,10,20,20,150,150,0.04,0.05,20,True,30,4,0.5,167,12
332,30,2,20,20,20,150,150,0.04,0.05,20,True,30,4,0.5,110,0
333,30,2,30,20,20,150,150,0.04,0.05,20,True,30,4,0.5,46,0
334,30,2,40,20,20,150,150,0.04,0.05,20,True,30,4,0.5,13,0
335,30,2,50,20,20,150,150,0.04,0.05,20,True,30,4,0.5,4,0
336,30,2,60,20,20,150,150,0.04,0.05,20,True,30,4,0.5,1,0
337,30,2,70,20,20,150,150,0.04,0.05,20,True,30,4,0.5,0,0
338,30,2,80,20,20,150,150,0.04,0.05,20,True,30,4,0.5,0,0
339,30,2,90,20,20,150,150,0.04,0.05,20,True,30,4,0.5,0,0
340,30,2,100,20,20,150,150,0.04,0.05,20,True,30,4,0.5,0,0
341,31,3,0,20,20,100,100,0.04,0.05,20,True,30,4,0.5,100,100
342,31,3,10,20,20,100,100,0.04,0.05,20,True,30,4,0.5,117,20
343,31,3,20,20,20,100,100,0.04,0.05,20,True,30,4,0.5,83,4
344,31,3,30,20,20,100,100,0.04,0.05,20,True,30,4,0.5,36,3
