,RunId,iteration,Step,width,height,initial_sheep,initial_wolves,sheep_reproduce,wolf_reproduce,wolf_gain_from_food,grass,grass_regrowth_time,sheep_gain_from_food,escape_range,escaped,total_attacks,Wolves,Sheep,Escaped
209,3,0,130,20,20,150,100,0.04,0.05,20,True,30,4,1,0,0,0,32,245
210,3,0,135,20,20,150,100,0.04,0.05,20,True,30,4,1,0,0,0,38,245
211,3,0,140,20,20,150,100,0.04,0.05,20,True,30,4,1,0,0,0,40,245
212,3,0,145,20,20,150,100,0.04,0.05,20,True,30,4,1,0,0,0,47,245
213,3,0,150,20,20,150,100,0.04,0.05,20,True,30,4,1,0,0,0,43,245
214,3,0,155,20,20,150,100,0.04,0.05,20,True,30,4,1,0,0,0,38,245
215,3,0,160,20,20,150,100,0.04,0.05,20,True,30,4,1,0,0,0,41,245
216,3,0,165,20,20,150,100,0.04,0.05,20,True,30,4,1,0,0,0,42,245
217,3,0,170,20,20,150,100,0.04,0.05,20,True,30,4,1,0,0,0,43,245
218,3,0,175,20,20,150,100,0.04,0.05,20,True,30,4,1,0,0,0,36,245
219,3,0,180,20,20,150,100,0.04,0.05,20,True,30,4,1,0,0,0,31,245
220,3,0,185,20,20,150,100,0.04,0.05,20,True,30,4,1,0,0,0,37,245
221,3,0,190,20,20,150,100,0.04,0.05,20,True,30,4,1,0,0,0,38,245
222,3,0,195,20,20,150,100,0.04,0.05,20,True,30,4,1,0,0,0,31,245
223,3,0,200,20,20,150,100,0.04,0.05,20,True,30,4,1,0,0,0,31,245
224,3,0,205,20,20,150,100,0.04,0.05,20,True,30,4,1,0,0,0,32,245
225,3,0,210,20,20,150,100,0.04,0.05,20,True,30,4,1,0,0,0,34,245
226,3,0,215,20,20,150,100,0.04,0.05,20,True,30,4,1,0,0,0,25,245
227,3,0,220,20,20,150,100,0.04,0.05,20,True,30,4,1,0,0,0,22,245
228,3,0,225,20,20,150,100,0.04,0.05,20,True,30,4,1,0,0,0,19,245
229,3,0,230,20,20,150,100,0.04,0.05,20,True,30,4,1,0,0,0,20,245
230,3,0,235,20,20,150,100,0.04,0.05,20,True,30,4,1,0,0,0,23,245
231,3,0,240,20,20,150,100,0.04,0.05,20,True,30,4,1,0,0,0,20,245
232,3,0,245,20,20,150,100,0.04,0.05,20,True,30,4,1,0,0,0,23,245
233,3,0,250,20,20,150,100,0.04,0.05,20,True,30,4,1,0,0,0,28,245
234,3,0,255,20,20,150,100,0.04,0.05,20,True,30,4,1,0,0,0,34,245
235,3,0,260,20,20,150,100,0.04,0.05,20,True,30,4,1,0,0,0,34,245
236,3,0,265,20,20,150,100,0.04,0.05,20,True,30,4,1,0,0,0,40,245
237,3,0,270,20,20,150,100,0.04,0.05,20,True,30,4,1,0,0,0,39,245
238,3,0,275,20,20,150,100,0.04,0.05,20,True,30,4,1,0,0,0,39,245
239,3,0,280,20,20,150,100,0.04,0.05,20,True,30,4,1,0,0,0,41,245
240,3,0,285,20,20,150,100,0.04,0.05,20,True,30,4,1,0,0,0,36,245
